Property_ID,Location,Property_Type,Bedrooms,Bathrooms,Area_sqm,Developer,Status,Price_EGP,Sale_Date
329,Nasr City,Retail Space,5,3,366,Developer_6,Sold,21228387.3,2024-11-27
330,New Cairo,Retail Space,1,4,393,Developer_4,Sold,34838716.64,2024-08-03
331,6th October City,Duplex,4,2,455,Developer_9,Sold,21327445.9,2024-09-11
332,New Cairo,Villa,3,3,154,Developer_2,Sold,16190413.69,2024-06-08
333,Heliopolis,Commercial Office,4,1,233,Developer_3,Sold,12439590.35,2024-03-02
334,Nasr City,Commercial Office,2,1,164,Developer_10,Sold,8265522.64,2024-07-20
335,Maadi,Studio,1,1,391,Developer_5,Sold,15969859.32,2024-11-13
336,Maadi,Retail Space,3,2,97,Developer_2,Sold,6725045.56,2024-08-27
337,Zayed City,Apartment,4,2,454,Developer_6,Sold,21678141.14,2024-06-12
338,Downtown Cairo,Apartment,3,1,70,Developer_1,Sold,4728984.37,2024-05-18
339,New Cairo,Studio,3,3,110,Developer_4,Available,5986642.44,2024-09-19
340,New Cairo,Retail Space,1,2,425,Developer_2,Available,34566297.69,2024-05-16
341,Zayed City,Duplex,3,3,231,Developer_6,Sold,12198571.77,2024-10-21
342,Zayed City,Apartment,1,3,364,Developer_5,Sold,18739058.43,2024-12-11
343,Zayed City,Commercial Office,3,4,311,Developer_5,Sold,21356361.88,2024-01-02
344,Nasr City,Commercial Office,3,4,74,Developer_1,Sold,4507975.21,2024-08-27
345,Heliopolis,Retail Space,4,2,465,Developer_10,Sold,29205231.69,2024-08-16
346,New Cairo,Apartment,5,3,168,Developer_6,Sold,8100441.59,2024-06-19
347,Nasr City,Apartment,1,3,110,Developer_8,Sold,4416891.32,2024-09-03
348,Zayed City,Duplex,2,1,468,Developer_5,Sold,25194708.79,2024-02-23
349,New Cairo,Retail Space,1,3,367,Developer_4,Available,28636601.58,2024-11-12
350,Nasr City,Apartment,3,3,300,Developer_6,Available,11317305.32,2024-10-27
351,Heliopolis,Duplex,5,2,167,Developer_7,Available,6834757.63,2024-03-18
352,Nasr City,Commercial Office,1,2,378,Developer_5,Sold,18799928.02,2024-09-24
353,Heliopolis,Duplex,3,3,74,Developer_5,Sold,3294373.76,2024-06-01
354,Zayed City,Apartment,2,3,280,Developer_4,Available,13635125.92,2024-11-28
355,Heliopolis,Villa,4,4,138,Developer_9,Sold,14252188.35,2024-04-28
356,New Cairo,Retail Space,4,2,151,Developer_8,Sold,12657147.75,2024-06-12
357,Zayed City,Apartment,1,3,226,Developer_8,Sold,12106032.9,2024-03-21
358,New Cairo,Villa,1,1,441,Developer_3,Sold,52597292.39,2024-11-29
359,Maadi,Commercial Office,2,4,408,Developer_4,Available,27895599.84,2024-12-03
360,6th October City,Retail Space,4,3,220,Developer_10,Sold,15043974.95,2024-02-13
361,Heliopolis,Studio,3,4,344,Developer_2,Sold,14898656.36,2024-06-21
362,6th October City,Retail Space,1,3,287,Developer_4,Sold,20942101.72,2024-04-21
363,6th October City,Commercial Office,5,3,211,Developer_3,Available,13644782.99,2024-07-06
364,Heliopolis,Commercial Office,4,4,334,Developer_6,Sold,17007530.12,2024-07-11
365,Zayed City,Commercial Office,3,3,348,Developer_6,Available,25547291.15,2024-06-07
366,Maadi,Duplex,4,2,237,Developer_3,Sold,10391194.88,2024-07-04
367,New Cairo,Commercial Office,2,4,479,Developer_4,Available,40591740.26,2024-08-05
368,Nasr City,Studio,5,3,351,Developer_9,Sold,14488862.98,2024-02-17
369,New Cairo,Apartment,3,4,371,Developer_4,Sold,21025381.82,2024-08-02
370,Nasr City,Villa,3,1,488,Developer_4,Sold,45130146.63,2024-09-27
371,New Cairo,Retail Space,1,3,112,Developer_2,Sold,8696637.92,2024-10-12
372,Heliopolis,Retail Space,2,1,261,Developer_1,Available,16069994.97,2024-11-29
373,Maadi,Commercial Office,2,4,264,Developer_7,Sold,15439938.34,2024-12-11
374,Nasr City,Villa,3,2,336,Developer_6,Sold,30689616.83,2024-09-10
375,Downtown Cairo,Commercial Office,4,1,158,Developer_2,Sold,14317412.34,2024-12-17
376,Zayed City,Duplex,3,2,477,Developer_8,Sold,26179823.53,2024-04-24
377,New Cairo,Villa,3,2,76,Developer_2,Sold,9388468.53,2024-12-07
378,New Cairo,Commercial Office,3,2,326,Developer_3,Sold,24507331.42,2024-02-28
379,Nasr City,Commercial Office,3,1,292,Developer_3,Sold,13875048.56,2024-07-16
380,Zayed City,Studio,3,4,237,Developer_1,Sold,12097806.67,2024-06-24
381,Zayed City,Studio,3,4,245,Developer_8,Sold,14134963.16,2024-10-27
382,Heliopolis,Studio,4,4,349,Developer_9,Sold,14775058.2,2024-02-06
383,Downtown Cairo,Duplex,5,1,90,Developer_9,Sold,5007080.64,2024-03-11
384,Heliopolis,Villa,5,1,257,Developer_1,Sold,21715101.54,2024-06-21
385,Heliopolis,Duplex,1,2,95,Developer_2,Sold,3985019.03,2024-05-21
386,Heliopolis,Apartment,5,3,226,Developer_7,Sold,9295366.77,2024-06-07
387,Heliopolis,Commercial Office,4,1,442,Developer_9,Sold,21579494.17,2024-10-06
388,Heliopolis,Commercial Office,3,1,471,Developer_6,Sold,27226665.69,2024-09-23
389,Maadi,Commercial Office,2,1,144,Developer_3,Sold,8712099.19,2024-05-14
390,Zayed City,Studio,4,3,392,Developer_8,Sold,19275797.29,2024-02-24
391,Heliopolis,Commercial Office,2,2,125,Developer_5,Sold,7287972.12,2024-08-29
392,Zayed City,Studio,1,4,303,Developer_10,Sold,14384011.73,2024-06-14
393,Zayed City,Apartment,4,3,179,Developer_1,Sold,9423117.36,2024-04-17
394,6th October City,Duplex,3,4,142,Developer_5,Available,6435057.71,2024-09-30
395,Maadi,Duplex,3,4,168,Developer_7,Sold,7407060.17,2024-08-14
396,Heliopolis,Duplex,4,3,196,Developer_6,Sold,9013244.45,2024-02-26
397,New Cairo,Studio,4,4,447,Developer_2,Sold,23836317.72,2024-06-20
398,Nasr City,Retail Space,3,3,113,Developer_10,Sold,6861387.35,2024-02-18
399,Downtown Cairo,Retail Space,2,2,103,Developer_3,Sold,8668156.0,2024-02-26
400,New Cairo,Villa,4,1,200,Developer_2,Sold,23369690.83,2024-02-13
401,Maadi,Retail Space,3,1,54,Developer_5,Sold,3724576.74,2024-07-26
402,Nasr City,Villa,5,1,77,Developer_8,Sold,6451720.68,2024-04-02
403,Maadi,Apartment,4,4,228,Developer_10,Sold,8799392.01,2024-08-06
404,Zayed City,Villa,1,4,389,Developer_7,Sold,41259932.26,2024-06-07
405,Nasr City,Apartment,1,2,169,Developer_7,Sold,6708525.67,2024-04-13
406,Zayed City,Commercial Office,4,3,59,Developer_6,Sold,4104404.1,2024-08-11
407,New Cairo,Duplex,3,2,188,Developer_1,Sold,11240887.88,2024-07-13
408,New Cairo,Retail Space,2,2,381,Developer_1,Sold,30356790.26,2024-10-04
409,Nasr City,Studio,4,3,248,Developer_4,Sold,10379534.01,2024-09-23
410,Nasr City,Apartment,1,4,300,Developer_8,Sold,11308083.1,2024-05-16
411,Heliopolis,Retail Space,2,2,201,Developer_1,Sold,12561817.58,2024-08-31
412,Maadi,Studio,5,4,374,Developer_5,Available,14298490.99,2024-09-09
413,Heliopolis,Studio,2,3,222,Developer_6,Sold,8999657.73,2024-04-16
414,Maadi,Duplex,5,2,136,Developer_1,Sold,6412698.0,2024-05-13
415,Heliopolis,Commercial Office,1,4,392,Developer_7,Sold,22877020.49,2024-02-23
416,Zayed City,Commercial Office,5,2,313,Developer_4,Sold,22502703.92,2024-06-01
417,Nasr City,Villa,2,4,467,Developer_8,Sold,42489056.01,2024-04-24
418,New Cairo,Retail Space,1,2,211,Developer_10,Available,17885480.25,2024-04-01
419,Maadi,Commercial Office,2,3,407,Developer_9,Available,27791285.74,2024-03-30
420,Maadi,Duplex,4,2,99,Developer_3,Sold,4058984.39,2024-09-24
421,New Cairo,Retail Space,2,1,223,Developer_10,Sold,18830234.15,2024-12-20
422,Heliopolis,Studio,4,1,179,Developer_4,Available,6656256.66,2024-05-28
423,Maadi,Apartment,4,4,219,Developer_6,Available,9667219.25,2024-06-14
424,Downtown Cairo,Apartment,5,4,499,Developer_10,Sold,28534755.43,2024-02-18
425,Zayed City,Commercial Office,4,3,366,Developer_2,Sold,26530968.49,2024-03-24
426,Nasr City,Villa,5,3,179,Developer_5,Sold,14257581.86,2024-11-28
427,New Cairo,Apartment,4,4,426,Developer_1,Sold,23182952.0,2024-01-20
428,Nasr City,Villa,1,2,80,Developer_3,Sold,7137498.02,2024-01-10
429,Downtown Cairo,Apartment,5,4,224,Developer_10,Available,14144440.2,2024-11-16
430,Maadi,Villa,2,1,405,Developer_4,Sold,39106018.7,2024-06-24
431,Maadi,Villa,5,1,110,Developer_7,Available,9563106.33,2024-07-31
432,Downtown Cairo,Studio,1,1,441,Developer_10,Available,26372941.07,2024-09-05
433,New Cairo,Duplex,4,4,287,Developer_2,Sold,17162130.75,2024-05-04
434,Zayed City,Apartment,1,2,229,Developer_6,Available,11393456.97,2024-08-22
435,6th October City,Retail Space,3,1,377,Developer_1,Sold,25481732.52,2024-09-04
436,New Cairo,Commercial Office,1,4,147,Developer_6,Sold,10515350.88,2024-03-11
437,6th October City,Duplex,1,4,454,Developer_1,Sold,22510098.57,2024-10-27
438,Downtown Cairo,Studio,1,4,169,Developer_5,Available,9517835.15,2024-04-02
439,Heliopolis,Studio,2,1,220,Developer_2,Sold,9690384.14,2024-01-01
440,6th October City,Studio,2,1,320,Developer_6,Available,16400621.17,2024-06-15
441,Zayed City,Commercial Office,1,1,177,Developer_9,Available,12032730.73,2024-12-28
442,Heliopolis,Apartment,3,2,491,Developer_1,Sold,19348129.05,2024-06-22
443,6th October City,Apartment,3,2,421,Developer_2,Sold,18302804.66,2024-02-01
444,Downtown Cairo,Villa,5,3,118,Developer_10,Sold,18073832.01,2024-11-10
445,Heliopolis,Villa,1,2,318,Developer_4,Sold,27546079.17,2024-07-08
446,Downtown Cairo,Retail Space,5,2,193,Developer_1,Sold,17808152.43,2024-09-28
447,6th October City,Villa,4,1,168,Developer_3,Available,17549566.48,2024-04-16
448,Downtown Cairo,Commercial Office,3,3,87,Developer_6,Available,7022493.05,2024-10-09
449,Zayed City,Duplex,4,2,180,Developer_7,Sold,9480908.35,2024-12-21
450,6th October City,Apartment,4,3,370,Developer_3,Sold,17966845.87,2024-03-11
451,6th October City,Villa,1,4,492,Developer_1,Sold,53936383.15,2024-04-18
452,6th October City,Commercial Office,3,2,409,Developer_10,Available,24343573.67,2024-07-16
453,New Cairo,Commercial Office,5,2,352,Developer_8,Sold,26903187.79,2024-01-09
454,New Cairo,Retail Space,4,2,247,Developer_4,Sold,17838523.75,2024-09-04
455,New Cairo,Villa,1,1,344,Developer_4,Sold,41521633.66,2024-06-25
456,Zayed City,Retail Space,2,2,356,Developer_7,Sold,30318256.53,2024-03-07
457,Heliopolis,Studio,3,1,99,Developer_6,Sold,4610301.43,2024-03-29
458,Downtown Cairo,Studio,2,2,268,Developer_6,Sold,16199772.83,2024-05-11
459,Maadi,Studio,5,3,434,Developer_8,Available,18353390.07,2024-04-28
460,6th October City,Villa,5,1,457,Developer_3,Sold,47636519.5,2024-06-14
461,Downtown Cairo,Commercial Office,5,2,190,Developer_5,Sold,16909489.08,2024-12-05
462,6th October City,Commercial Office,3,4,207,Developer_3,Sold,14377419.65,2024-08-06
463,Zayed City,Apartment,4,2,135,Developer_10,Sold,6911404.86,2024-01-19
464,6th October City,Studio,1,2,229,Developer_1,Sold,11941946.6,2024-06-13
465,New Cairo,Villa,4,3,301,Developer_8,Sold,36526845.37,2024-10-21
466,Maadi,Apartment,3,4,434,Developer_4,Sold,18569377.27,2024-06-28
467,Nasr City,Commercial Office,2,2,78,Developer_7,Sold,4059613.86,2024-02-10
468,6th October City,Apartment,1,3,395,Developer_7,Sold,16412209.55,2024-12-04
469,Downtown Cairo,Studio,5,4,121,Developer_4,Sold,8443313.57,2024-07-04
470,New Cairo,Duplex,2,2,264,Developer_9,Sold,13537824.46,2024-08-30
471,Nasr City,Studio,4,3,175,Developer_2,Sold,6502625.18,2024-03-07
472,Maadi,Studio,1,1,467,Developer_10,Available,20997200.56,2024-01-31
473,Nasr City,Villa,5,3,495,Developer_3,Sold,38671341.99,2024-08-29
474,New Cairo,Duplex,1,2,115,Developer_8,Sold,6801151.21,2024-08-01
475,Heliopolis,Retail Space,4,1,278,Developer_2,Sold,15707258.88,2024-07-19
476,Heliopolis,Duplex,3,2,195,Developer_6,Sold,7997239.92,2024-09-16
477,Nasr City,Duplex,4,3,367,Developer_5,Sold,12912165.13,2024-04-16
478,Zayed City,Commercial Office,3,1,238,Developer_8,Sold,14637401.24,2024-07-23
479,Downtown Cairo,Apartment,5,2,68,Developer_3,Sold,3525083.26,2024-06-12
480,Downtown Cairo,Commercial Office,4,4,101,Developer_10,Sold,8218386.1,2024-08-23
481,Nasr City,Retail Space,4,3,351,Developer_2,Sold,19285494.58,2024-12-21
482,6th October City,Duplex,4,3,254,Developer_3,Sold,12395741.48,2024-10-20
483,6th October City,Villa,4,4,270,Developer_1,Available,28475442.83,2024-02-12
484,Downtown Cairo,Retail Space,3,3,371,Developer_3,Sold,33915509.3,2024-11-24
485,Downtown Cairo,Studio,3,1,57,Developer_5,Sold,3654715.32,2024-09-23
486,Heliopolis,Studio,2,4,187,Developer_4,Sold,6850562.03,2024-02-27
487,Zayed City,Commercial Office,5,2,137,Developer_7,Sold,9803564.45,2024-12-08
488,New Cairo,Retail Space,5,2,457,Developer_2,Sold,37343425.61,2024-04-28
489,6th October City,Commercial Office,3,4,460,Developer_9,Available,27239637.89,2024-08-23
490,Downtown Cairo,Villa,2,2,197,Developer_1,Sold,27714033.47,2024-05-16
491,Heliopolis,Studio,2,1,132,Developer_9,Available,4970918.41,2024-09-13
492,Maadi,Commercial Office,4,2,324,Developer_10,Sold,18502141.08,2024-02-10
493,Heliopolis,Apartment,2,2,364,Developer_7,Available,13712576.81,2024-04-21
494,6th October City,Commercial Office,5,2,68,Developer_9,Sold,4315851.4,2024-09-23
495,6th October City,Commercial Office,1,4,52,Developer_2,Sold,3652986.58,2024-04-11
496,Heliopolis,Duplex,3,3,107,Developer_10,Available,4510222.32,2024-02-18
497,New Cairo,Apartment,4,2,370,Developer_6,Available,20673219.72,2024-02-28
498,Nasr City,Apartment,2,4,273,Developer_6,Available,9751584.98,2024-05-13
499,6th October City,Villa,3,3,214,Developer_4,Sold,23456647.31,2024-08-08
500,Heliopolis,Duplex,3,4,271,Developer_4,Sold,11846337.78,2024-10-07
501,Downtown Cairo,Apartment,3,3,175,Developer_6,Sold,11470520.28,2024-01-03
502,Heliopolis,Duplex,5,4,216,Developer_10,Sold,8254581.13,2024-02-04
503,Zayed City,Duplex,4,3,342,Developer_6,Sold,16787720.09,2024-01-25
504,Nasr City,Studio,1,4,158,Developer_5,Sold,5809255.39,2024-02-25
505,Maadi,Apartment,4,3,457,Developer_2,Sold,20219353.21,2024-12-06
506,New Cairo,Studio,2,2,433,Developer_2,Sold,23647478.42,2024-06-14
507,Maadi,Commercial Office,4,2,456,Developer_1,Sold,30305504.38,2024-05-09
508,Nasr City,Commercial Office,5,3,251,Developer_10,Sold,13082250.47,2024-12-07
509,Nasr City,Studio,1,2,331,Developer_6,Sold,11363887.13,2024-02-14
510,Nasr City,Commercial Office,4,3,385,Developer_6,Available,21175019.99,2024-05-17
511,Maadi,Studio,2,1,178,Developer_1,Sold,7931320.92,2024-10-05
512,Downtown Cairo,Villa,4,2,440,Developer_3,Available,55146705.03,2024-03-03
513,Nasr City,Duplex,5,3,190,Developer_3,Sold,6691590.83,2024-08-03
514,Heliopolis,Villa,3,1,102,Developer_4,Available,9927700.4,2024-11-15
515,Maadi,Apartment,5,2,110,Developer_8,Sold,5228231.5,2024-08-07
516,Nasr City,Villa,5,4,469,Developer_9,Available,41350681.94,2024-12-23
517,Heliopolis,Villa,5,2,326,Developer_6,Sold,28075230.95,2024-12-13
518,Downtown Cairo,Commercial Office,1,4,69,Developer_3,Available,5274386.92,2024-04-17
519,Zayed City,Retail Space,4,4,303,Developer_3,Sold,25830247.79,2024-02-01
520,Downtown Cairo,Retail Space,2,1,197,Developer_9,Sold,16421339.64,2024-03-31
521,Nasr City,Studio,3,2,241,Developer_5,Sold,10513602.07,2024-10-23
522,Maadi,Apartment,3,4,178,Developer_7,Sold,8204834.09,2024-01-02
523,6th October City,Retail Space,1,1,158,Developer_6,Sold,11324537.26,2024-11-23
524,Nasr City,Commercial Office,2,2,299,Developer_4,Available,15082915.24,2024-12-03
525,6th October City,Apartment,3,1,477,Developer_9,Sold,22170905.96,2024-11-22
526,Heliopolis,Duplex,2,4,268,Developer_2,Sold,10482935.66,2024-06-22
527,Zayed City,Studio,2,4,368,Developer_7,Sold,18043302.13,2024-07-16
528,New Cairo,Commercial Office,4,2,82,Developer_9,Sold,6328696.48,2024-09-22
529,Downtown Cairo,Villa,1,3,127,Developer_8,Sold,17437298.41,2024-07-06
530,Zayed City,Duplex,5,2,452,Developer_1,Sold,22053244.82,2024-09-26
531,Nasr City,Villa,5,4,427,Developer_10,Available,31827653.84,2024-11-27
532,6th October City,Retail Space,3,1,396,Developer_9,Sold,31541603.96,2024-07-06
533,Downtown Cairo,Apartment,3,4,90,Developer_2,Sold,5478409.81,2024-11-10
534,6th October City,Duplex,1,1,358,Developer_5,Sold,16724390.37,2024-10-07
535,Maadi,Commercial Office,4,3,201,Developer_1,Sold,11768990.77,2024-09-21
536,6th October City,Villa,3,1,380,Developer_9,Sold,34711597.58,2024-04-01
537,Maadi,Retail Space,3,3,360,Developer_2,Sold,23511124.95,2024-03-01
538,Heliopolis,Villa,2,1,272,Developer_6,Available,24384241.77,2024-10-31
539,Downtown Cairo,Apartment,1,2,125,Developer_4,Sold,8290996.33,2024-09-27
540,Downtown Cairo,Apartment,5,2,358,Developer_5,Sold,24323654.08,2024-06-23
541,New Cairo,Retail Space,1,4,262,Developer_10,Sold,22371513.98,2024-06-05
542,Nasr City,Studio,5,4,403,Developer_5,Sold,15809431.13,2024-02-20
543,Maadi,Retail Space,2,4,215,Developer_2,Sold,13521361.45,2024-07-29
544,New Cairo,Studio,4,4,86,Developer_3,Sold,4527165.2,2024-10-12
545,6th October City,Retail Space,5,1,52,Developer_5,Available,3674726.29,2024-07-13
546,6th October City,Retail Space,2,3,480,Developer_10,Sold,37695712.66,2024-11-18
547,New Cairo,Apartment,4,1,311,Developer_8,Sold,16352835.72,2024-07-05
548,Downtown Cairo,Studio,2,2,350,Developer_6,Sold,24405938.88,2024-01-03
549,6th October City,Retail Space,4,4,392,Developer_6,Available,29699549.02,2024-03-01
550,Heliopolis,Villa,3,1,88,Developer_1,Sold,8588651.45,2024-08-07
551,Heliopolis,Apartment,4,2,249,Developer_8,Sold,11140574.03,2024-06-10
552,New Cairo,Duplex,5,4,438,Developer_7,Sold,24706284.31,2024-09-14
553,Maadi,Apartment,4,2,277,Developer_8,Available,13437189.56,2024-01-29
554,Maadi,Retail Space,1,2,388,Developer_7,Sold,27251332.03,2024-11-21
555,New Cairo,Commercial Office,4,4,139,Developer_10,Available,10597385.58,2024-04-26
556,Maadi,Commercial Office,2,1,407,Developer_6,Sold,22848328.78,2024-09-08
557,Downtown Cairo,Apartment,5,4,420,Developer_2,Sold,25696217.7,2024-03-18
558,Downtown Cairo,Duplex,3,1,150,Developer_5,Sold,9430612.36,2024-04-19
559,Maadi,Apartment,3,2,131,Developer_10,Sold,5791494.21,2024-07-11
560,Heliopolis,Duplex,2,2,442,Developer_4,Sold,15671045.24,2024-06-18
561,Maadi,Retail Space,3,1,337,Developer_3,Available,24454729.89,2024-09-24
562,Downtown Cairo,Villa,5,1,328,Developer_9,Sold,43690698.35,2024-04-07
563,Zayed City,Villa,2,3,472,Developer_2,Sold,46904996.76,2024-11-08
564,Nasr City,Duplex,5,1,385,Developer_3,Sold,14081395.73,2024-08-11
565,6th October City,Studio,3,3,115,Developer_6,Sold,5682758.78,2024-03-04
566,Zayed City,Villa,3,4,184,Developer_2,Sold,19791097.74,2024-03-14
567,Maadi,Commercial Office,1,3,485,Developer_3,Available,27293712.72,2024-07-31
568,Heliopolis,Apartment,2,1,375,Developer_10,Sold,17029994.71,2024-08-23
569,New Cairo,Retail Space,4,2,75,Developer_5,Sold,5640161.68,2024-07-24
570,Maadi,Studio,2,1,181,Developer_6,Available,7497756.64,2024-09-13
571,Heliopolis,Commercial Office,5,3,302,Developer_7,Sold,17878483.65,2024-02-24
572,Nasr City,Apartment,3,3,357,Developer_4,Sold,15273214.42,2024-04-02
573,Maadi,Commercial Office,1,3,399,Developer_10,Sold,23116209.89,2024-12-27
574,Downtown Cairo,Studio,2,2,398,Developer_6,Available,24258906.73,2024-12-08
575,New Cairo,Duplex,5,1,215,Developer_2,Sold,11674575.39,2024-02-14
576,Heliopolis,Apartment,1,1,162,Developer_4,Sold,6455431.49,2024-01-25
577,Heliopolis,Commercial Office,1,2,480,Developer_10,Sold,26088891.12,2024-04-12
578,Heliopolis,Retail Space,1,2,432,Developer_8,Sold,24471267.6,2024-03-15
579,Nasr City,Retail Space,3,2,427,Developer_7,Sold,24321880.05,2024-09-04
580,Maadi,Commercial Office,5,2,368,Developer_9,Available,21708419.24,2024-04-04
581,Nasr City,Studio,1,4,434,Developer_10,Sold,17275209.08,2024-10-28
582,6th October City,Studio,3,1,274,Developer_3,Sold,14242821.19,2024-11-23
583,6th October City,Retail Space,3,2,236,Developer_2,Sold,17994736.13,2024-02-22
584,Maadi,Retail Space,3,4,459,Developer_10,Sold,29693162.28,2024-12-15
585,Downtown Cairo,Studio,2,1,369,Developer_9,Sold,20698606.14,2024-08-09
586,Nasr City,Duplex,3,2,420,Developer_8,Available,14695910.85,2024-12-28
587,New Cairo,Villa,5,2,77,Developer_3,Available,9772432.06,2024-03-04
588,Heliopolis,Commercial Office,4,4,142,Developer_5,Available,8546101.03,2024-09-26
589,Heliopolis,Duplex,2,2,277,Developer_1,Sold,10862986.18,2024-02-10
590,Maadi,Commercial Office,1,1,152,Developer_10,Sold,9525960.98,2024-06-15
591,Downtown Cairo,Retail Space,3,4,349,Developer_8,Sold,34948031.33,2024-01-22
592,6th October City,Duplex,2,3,94,Developer_1,Sold,4897541.28,2024-01-17
593,6th October City,Retail Space,2,2,190,Developer_2,Sold,15191073.16,2024-02-08
594,Heliopolis,Retail Space,5,1,157,Developer_6,Sold,9164035.2,2024-02-12
595,Maadi,Retail Space,1,4,179,Developer_1,Available,10347660.83,2024-06-09
596,Nasr City,Apartment,4,1,186,Developer_7,Sold,7791563.26,2024-02-15
597,6th October City,Villa,4,3,115,Developer_6,Sold,11867172.95,2024-05-29
598,Nasr City,Retail Space,2,3,73,Developer_3,Sold,3821114.62,2024-05-29
599,Downtown Cairo,Commercial Office,2,2,374,Developer_6,Sold,29827535.01,2024-07-31
600,6th October City,Studio,1,3,209,Developer_7,Sold,8602848.35,2024-12-25
601,6th October City,Villa,2,4,143,Developer_6,Sold,17138994.02,2024-12-12
602,Zayed City,Commercial Office,3,3,66,Developer_10,Sold,4207543.22,2024-03-04
603,6th October City,Apartment,4,4,299,Developer_3,Sold,13138431.79,2024-06-27
604,New Cairo,Retail Space,3,2,251,Developer_3,Available,20376038.61,2024-09-01
605,Maadi,Commercial Office,5,1,403,Developer_9,Sold,22974052.33,2024-03-25
